keywords,language,meta-description,name,companyhomepageurl,location,street,city,region,postalCode,country,size,revenue,industries,similarTo,score,summary,ceo,phoneNumbers,linkedInUri,facebookUri,crunchbaseUri,twitterUri,wikipediaUri,angellistUri,githubUri,sicClassificationCode,sicClassificationName,naicsClassificationCode,naicsClassificationName,foundingDate,totalInvestment,investmentsSeries,investmentsAmount,investmentsDate,investors,isPublic,ipoDate,stockExchange,stockSymbol,isNonProfit,numVisits,lastActivityDate
Contact,,,Revvable,revvable.com,"San Francisco, California",,San Francisco,California,94115,United States of America,5,100000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2021,Kelly Jackson,415-301-5554,linkedin.com/company/revvable,,crunchbase.com/organization/revvable,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2021-05-01,5000000 USD,Seed,5000000 USD,2022-03-29,"Bienville,Tiger Global Management",FALSE,,,,FALSE,0,
"Contact, Demo",,Rownd converts website visitors into users  increasing onboarding rates by 25% via radically simple  user-centric authentication in just a few lines of code.,Rownd,rownd.io,"Raleigh, North Carolina",10330 Crestgate Ter,Raleigh,North Carolina,27617,United States of America,5,90000 USD,"Software Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2020,Robert Thelen,2084730100,linkedin.com/company/rownd,,crunchbase.com/organization/rownd,twitter.com/ROWND_IO,,,github.com/rownd,"7371,7370,7300,5734,5730,5700,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software","541511,541510,541500,541000,540000,334000,330000,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Computer and Electronic Product Manufacturing;Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-15,2090000 USD,"Pre Seed,Convertible Note,Seed","90000 USD,2000000 USD","2020-01-15,2021-09-27,2022-04-01","Plug and Play Tech Center,BOSSA NOVA INVESTIMENTOS,Asymmetry Ventures",FALSE,,,,FALSE,0,
,en,,Salem Cyber,salemcyber.com,"Winston-Salem, North Carolina",,Winston-Salem,North Carolina,27109,United States of America,5,93000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies,Natural Language Processing Companies,Robotics Companies",,,Organization founded in 2021,,336-750-6542,linkedin.com/company/salemcyber,,crunchbase.com/organization/salem-cyber,twitter.com/SalemCyber,,,,"7371,7371,7370,7300,7371,7371,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer Programming Services,Computer Programming Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,541511,541511,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Custom Computer Programming Services;Custom Computer Programming Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2021-07-01,250000 USD,Seed,250000 USD,2022-05-03,,FALSE,,,,FALSE,0,
"Contact, Demo",en-US,,Saleo,saleo.io,"Atlanta, Georgia",,Atlanta,Georgia,30332,United States of America,5,73000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies,Software As A Service Companies",,,Organization founded in 2021,Justin McDonald,844-557-2536,linkedin.com/company/saleo-sales-demo-personalization,facebook.com/GetSaleo,crunchbase.com/organization/saleo,twitter.com/getSaleo,,,,"7371,7370,7300,7372,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2021-04-15,1500000 USD,Seed,1500000 USD,2022-05-05,"Tech Square Ventures,Kyle Porter,Tim Kopp,Rob Forman,Jon Hallett",FALSE,,,,FALSE,0,
"Contact, Demo",en,Scribble Data is an MLOps company whose modular feature store provides a number of pre-built feature apps that can cut time-to-value for each data science use case.,Scribble Data,scribbledata.io,"Denver, Colorado",,Denver,Colorado,80264,United States of America,5,42000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies,Natural Language Processing Companies",,,Organization founded in 2016,,,linkedin.com/company/scribble-data,facebook.com/scribbledata,crunchbase.com/organization/scribble-data-inc,twitter.com/scribbledata,,,,"7371,7371,7370,7300,7371,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer Programming Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,541511,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Custom Computer Programming Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2016-10-01,2200000 USD,"Seed,Seed",2200000 USD,"2020-03-26,2022-03-15","Sreeraman Mohan Girija,Vivek N. Gour,LogX Ventures,Ganesh Rao,Sprout Venture Partners,Blume Ventures",FALSE,,,,FALSE,0,
,,,ScriptHop,scripthop.com,"Portland, Oregon",10270 SW Windwood Way,Portland,Oregon,97225,United States of America,5,34000 USD,"Software Companies,Software As A Service Companies,Web Design Companies",,,Organization founded in 2016,Brian Austin,,,facebook.com/pages/category/Software/scripthop,crunchbase.com/organization/scripthop,twitter.com/scripthop,,angel.co/scripthop-1,,"7372,7372,7370,7300,7371","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer Programming Services","511210,511210,511200,511000,510000,541511,541510,541500,541000,540000","Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services",2016-02-16,530393 USD,Seed,530393 USD,2022-01-20,,FALSE,,,,FALSE,0,
Contact,,Shaped helps software companies increase engagement for feeds  recommendations and notifications using machine-learning.,Shaped,shaped.ai,"New York City, New York",,New York City,New York,11217,United States of America,5,89000 USD,"Software Companies,Artificial Intelligence Companies,Natural Language Processing Companies",,,Organization founded in 2021,,,linkedin.com/company/shapedai,,crunchbase.com/organization/shaped-2177,twitter.com/shapedai,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2021-01-01,2000000 USD,Seed,2000000 USD,2022-04-15,"Uncommon Capital,ACE & Company,Rogue Capital,Susa Ventures,Global Founders Capital,Y Combinator,Liquid 2 Ventures,Tribe Capital",FALSE,,,,FALSE,0,
"Contact, Demo",,,Signadot,signadot.com,"San Mateo, California",55 E 3rd St,San Mateo,California,94402,United States of America,5,76000 USD,"Software Companies,Enterprise Software Companies",,,Organization founded in 2019,Arjun Iyer,,linkedin.com/company/signadot,,crunchbase.com/organization/signadot,twitter.com/signadot,,,github.com/signadot,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2019-01-01,4150000 USD,"Seed,Series Unknown,Seed","150000 USD,4000000 USD","2020-03-16,2020-10-01,2022-02-23","Y Combinator,BOSSA NOVA INVESTIMENTOS,Christopher Golda,Adam Gross,Timothy Chen,John Kodumal,Redpoint Ventures,Y Combinator,Jason Warner,Sebastien Pahl",FALSE,,,,FALSE,0,
Contact,,No freelancers  only agency devs. Our marketplace allows you to access a vast pool of engineers specialized in multiple technologies located in your time zone.,Simbiosis,simbiosis.app,"Austin, Texas",,Austin,Texas,78749,United States of America,8,220000 USD,"Software Companies,Software As A Service Companies",,,Organization founded in 2020,,512-371-6290,linkedin.com/simbiosisteam,facebook.com/simbiosisapp,crunchbase.com/organization/simbiosis-8f7b,twitter.com/simbiosisteam,,,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2020-03-03,,Seed,,2022-04-11,Alamo Angels,FALSE,,,,FALSE,0,
Contact,en-US,,SKU-It,sku-it.com,"Suwanee, Georgia",4110 Tench Rd suite f,Suwanee,Georgia,30024,United States of America,5,39000 USD,"Software Companies,Enterprise Software Companies",,,Organization founded in 2018,,404-490-2249,linkedin.com/company/sku-it,,crunchbase.com/organization/sku-it,,,,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2018-01-01,148031 USD,Seed,148031 USD,2022-01-19,,FALSE,,,,FALSE,0,
Contact,,Cloud Computing for Web Developers,Socket Supply,socketsupply.co,"New York City, New York",,New York City,New York,11217,United States of America,5,56000 USD,"Software Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2020,,,linkedin.com/company/optoolco,,crunchbase.com/organization/socket-supply,twitter.com/socketsupply,,,github.com/socketsupply,"7371,7370,7300,5734,5730,5700,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software","541511,541510,541500,541000,540000,334000,330000,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Computer and Electronic Product Manufacturing;Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,3500000 USD,Seed,3500000 USD,2022-04-12,"Castle Island Ventures,CoinFund,Galaxy Digital,100 Acre Ventures,Peer Venture Partners",FALSE,,,,FALSE,0,
,en,Sticky is the first productivity app designed for your workflow. Quickly and easily navigate meetings  notes  and tasks in one place. ,Sticky,sticky.app,"San Francisco, California",414 Bryant St.,San Francisco,California,94107,United States of America,5,83000 USD,"Software Companies,Software As A Service Companies",,,Organization founded in 2021,David Williams,,linkedin.com/company/sticky-app,facebook.com/OfficialStickyApp,crunchbase.com/organization/sticky-app,twitter.com/realstickyapp,,angel.co/sticky-ai,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2021-01-01,3607349 USD,Seed,3607349 USD,2022-03-30,,FALSE,,,,FALSE,0,
"Contact, Demo",,Storylane helps companies build and share interactive product demos with their prospects in 10 mins. Guided experiences can be built code-less and helps convert customers faster.,Storylane,storylane.io,"Santa Clara, California",,Santa Clara,California,95050,United States of America,5,75000 USD,"Software Companies,Software As A Service Companies",,,Organization founded in 2021,,,linkedin.com/company/storylane-io,,crunchbase.com/organization/storylane-ff8e,,,,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2021-01-01,125000 USD,"Pre Seed,Seed",125000 USD,"2021-08-31,2022-03-03","Y Combinator,Redbird Ventures",FALSE,,,,FALSE,0,
Contact,en,SubterraAI specialise in underground mapping and digitisation of underground infrastructure using photogrammetry  SLAM and AI to build digital twins,Subterra AI,subterra.ai,"Cincinnati, Ohio",1311 Vine St,Cincinnati,Ohio,45202,United States of America,5,64000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies",,,Organization founded in 2018,Robert Lee,5133995037,linkedin.com/company/14385376,facebook.com/subterraAI,crunchbase.com/organization/subterra-ai,,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2018-07-01,1350000 USD,Seed,1350000 USD,2022-02-17,,FALSE,,,,FALSE,0,
,en-US,,Symphony42,symphony42.com,"Marriottsville, Maryland",101 W Dickman St,Marriottsville,Maryland,21230,United States of America,5,280000 USD,"Software Companies,Artificial Intelligence Companies,Natural Language Processing Companies",,,Organization founded in 2022,,,linkedin.com/company/symphony42,,crunchbase.com/organization/symphony42,twitter.com/symphony42ai,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2022-01-01,500000 USD,Seed,500000 USD,2022-03-15,,FALSE,,,,FALSE,0,
Contact,en-US,Sync finds the mathematically best way to provision the cloud for data/ML workloads  making the cloud easier  faster  and cheaper.,Sync Computing,synccomputing.com,"Cambridge, Massachusetts",501 Massachusetts Avenue,Cambridge,Massachusetts,2139,United States of America,5,98000 USD,"Software Companies,Computer Hardware Companies",,,Organization founded in 2019,Jeff Chou,617-648-9100,linkedin.com/company/synccomputing,,crunchbase.com/organization/sync-computing,,,,,"5734,5730,5700,7372,7370,7300","Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511200,511000,510000,334000,330000",Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Computer and Electronic Product Manufacturing;Manufacturing,2019-01-01,7399999 USD,"Seed,Seed","1299999 USD,6100000 USD","2019-11-27,2022-01-25","The Engine,Moore Strategic Ventures,National Grid Partners (NGP),The Engine",FALSE,,,,FALSE,0,
Contact,en-US,Telgorithm is a messaging platform that's making communication attainable for software companies.,Telgorithm,telgorithm.com,"Los Angeles, California",,Los Angeles,California,90071,United States of America,5,78000 USD,"Software Companies,Software As A Service Companies,Video Messaging Companies",,,Organization founded in 2021,,888-835-4666,linkedin.com/company/telgorithm,facebook.com/Telgorithm,crunchbase.com/organization/telgorithm,twitter.com/telgorithm,,,,"7372,7372,7370,7300,7372","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","511210,511210,511200,511000,510000,511210",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers,2021-04-28,3790000 USD,"Pre Seed,Seed","790000 USD,3000000 USD","2021-05-18,2022-02-15","Vach Hovsepyan,Amplify.LA,Richard Wolpert,Russell Yue,Connor Theilmann,I2BF Global Ventures,Daher Capital,Amplify.LA,Bonfire Ventures,I2BF Global Ventures",FALSE,,,,FALSE,0,
,,,Ternary,ternary.app,"San Francisco, California",,San Francisco,California,94104,United States of America,5,110000 USD,"Software Companies,Software As A Service Companies",,,Organization founded in 2020,,,linkedin.com/company/ternaryinc,,crunchbase.com/organization/ternary,twitter.com/TernaryInc,,,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2020-04-27,6720000 USD,Seed,6720000 USD,2022-02-27,"Oceans,Neva SGR,Operator Partners,Fin Venture Capital,RiverPark Ventures,Great Oaks Venture Capital",FALSE,,,,FALSE,0,
"Contact, Demo",en,TipHaus provides reliable automatic tip distribution software online. Visit our website to learn more about our program and how it functions,Tiphaus Inc,tiphaus.com,"Seattle, Washington",2222 Alki Ave SW #101,Seattle,Washington,98116,United States of America,5,420000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization based in United States,,,linkedin.com/company/tiphaus,,crunchbase.com/organization/tiphaus,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",,1032071 USD,"Pre Seed,Seed",1032071 USD,"2020-08-01,2022-02-16",AJ Abarca,FALSE,,,,FALSE,0,
"Contact, Demo",,Mobile and web software for building and field service companies. Improve operations and increase customer satisfaction.,TonDone,tondone.com,"Akron, Ohio",,Akron,Ohio,44311,United States of America,5,71000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2020,,216-930-0911,linkedin.com/company/tondone,facebook.com/gettondone,crunchbase.com/organization/tondone,twitter.com/gettondone,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-05-18,1500000 USD,"Pre Seed,Pre Seed,Seed",1500000 USD,"2020-11-01,2021-09-30,2022-04-25","Techstars Chicago,Bounce Innovation Hub,JumpStart Inc,Valley Growth Ventures LLC,Acquire Investments LLC,Wonder Ventures,Connetic Ventures",FALSE,,,,FALSE,0,
,,,TouchWood Labs,touchwood.io,"Pittsburgh, Pennsylvania",6024 Broad Street,Pittsburgh,Pennsylvania,15206,United States of America,6,200000 USD,"Software Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2020,Matthew Dworman,5083260356,linkedin.com/company/touchwood1,,crunchbase.com/organization/touchwood-labs,twitter.com/TouchwoodLabs,,,,"7371,7370,7300,5734,5730,5700,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software","541511,541510,541500,541000,540000,334000,330000,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Computer and Electronic Product Manufacturing;Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-06-11,60000 USD,"Seed,Seed,Seed","10000 USD,50000 USD","2020-09-17,2021-06-30,2022-03-18","Innovation Works,GROUSE RIDGE CAPITAL LLC,Innovation Works,Innovation Works",FALSE,,,,FALSE,0,
Contact,en,Treeswift ,Treeswift,treeswift.com,"Philadelphia, Pennsylvania",,Philadelphia,Pennsylvania,19132,United States of America,5,100000 USD,"Software Companies,Artificial Intelligence Companies,Robotics Companies",,,Organization founded in 2020,Steven Chen,,linkedin.com/company/treeswift,,crunchbase.com/organization/treeswift,,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,4800000 USD,Seed,4800000 USD,2022-03-28,"TenOneTen Ventures,Convective Capital,Dorm Room Fund,Contour Venture Partners,Susa Ventures,Draft Ventures,Crosslink Capital,S7V,Anorak Ventures,Pathbreaker Ventures,Boom Capital,Yes VC,Switch Ventures,Awesome People Ventures",FALSE,,,,FALSE,0,
Contact,en-US,,Unknot.id,unknot.id,"Orlando, Florida",,Orlando,Florida,32827,United States of America,4,87000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies",,,Organization founded in 2020,Devu Shila,262-902-1285,linkedin.com/company/unknot-id,,crunchbase.com/organization/unknot-id,,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,1856368 USD,"Grant,Pre Seed,Pre Seed,Seed,Seed","223468 USD,35000 USD,163000 USD,335000 USD,1099900 USD","2019-12-16,2020-01-14,2021-01-25,2021-09-01,2022-05-01","National Science Foundation (NSF),United States Air Force,U.S. Army Combat Capabilities Development Command,United States Air Force,U.S. Army Combat Capabilities Development Command",FALSE,,,,FALSE,0,
Demo,en,Uplify makes it easy for any streamers to monetize their content as their audience grows and create new authentic content your followers will love.,Uplify,uplify.app,"Wilmington, Delaware",919 North Market Street,Wilmington,Delaware,19801,United States of America,5,88000 USD,"Software Companies,Software As A Service Companies",,,Organization founded in 2019,,79261832030,linkedin.com/company/uplifynetwork,facebook.com/TryUplify,crunchbase.com/organization/uplify,,,,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2019-08-18,250000 USD,"Pre Seed,Seed","200000 USD,50000 USD","2021-08-01,2022-02-01",Digital Disrupt,FALSE,,,,FALSE,0,
Contact,en,Designed for the serverless with per-request pricing and Redis/Kafka API.,Upstash,upstash.com,"San Jose, California",,San Jose,California,95112,United States of America,5,88000 USD,"Software Companies,Computer Hardware Companies",,,Organization founded in 2021,,,linkedin.com/company/upstash,,crunchbase.com/organization/upstash,twitter.com/upstash,,,github.com/upstash,"5734,5730,5700,7372,7370,7300","Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511200,511000,510000,334000,330000",Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Computer and Electronic Product Manufacturing;Manufacturing,2021-01-01,1900000 USD,Seed,1900000 USD,2022-03-17,"Martin Gontovnikas,Jeff Fagnan,ScaleX Ventures,Max Stoiber,Mango Capital,Guillermo Rauch,Morgan Dioli,Matias Woloski,Andreas KLINGER,Joseph Abebe,AngelList,Nuno Job",FALSE,,,,FALSE,0,
Demo,,Join hundreds of DTC brands anonymously crowdsourcing CACs and other marketing KPIs to see how you compare in real time. It takes 2 minutes to sign up.,Varos,varos.io,"San Francisco, California",,San Francisco,California,94115,United States of America,5,86000 USD,"Financial Services Companies,Financial Data Vendors,Software Companies,Enterprise Software Companies,CRM Software Companies",,,Financial services company founded in 2020,Yarden Shaked,,linkedin.com/company/varos-io,,crunchbase.com/organization/varos,,,,,"7371,7370,7300,6000,6282,6280,6200,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Depository Institutions,Investment Advice,Services Allied With The Exchange Of Securities Or Commodities,Security And Commodity Brokers, Dealers, Exchanges, And Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,520000,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Finance and Insurance, Financial Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,4425000 USD,"Pre Seed,Seed","125000 USD,4300000 USD","2021-08-31,2022-02-23","Y Combinator,Tom Glocer,Ibex Investors,Andy Dunn,Bob Moore,Y Combinator,Amol Deshpande",FALSE,,,,FALSE,0,
Demo,en,Build native dashboards and reports in your SaaS application for better customer-facing data experiences.,Verb Data,verbdata.com,"Boston, Massachusetts",,Boston,Massachusetts,2116,United States of America,5,96000 USD,"Software Companies,Artificial Intelligence Companies,Virtual Reality Companies,Software As A Service Companies",,,Organization founded in 2020,,,linkedin.com/company/verb-data,,crunchbase.com/organization/verb-data,twitter.com/VerbData,,,,"7371,7370,7300,7372,7371,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Computer Programming Services,Prepackaged Software","541511,541510,541500,541000,540000,511210,541511,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Custom Computer Programming Services;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2020-04-01,3000000 USD,"Pre Seed,Seed",3000000 USD,"2020-09-01,2022-01-06","RallyCry Ventures,Stan Garber,Packy McCormick,Steve Garrity,El Cap Holdings,Matt MacInnis,Alex Yakubovich",FALSE,,,,FALSE,0,
Contact,,Easily provide embedded CRM integrations from top providers to securely read and write CRM data.,Vessel,vessel.land,"San Francisco, California",,San Francisco,California,94115,United States of America,5,300000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2022,,,linkedin.com/company/vesselapi,,crunchbase.com/organization/vessel-7897,twitter.com/vesselapi,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2022-01-03,,Seed,,2022-03-15,Y Combinator,FALSE,,,,FALSE,0,
